variation	verified_reviews	rating	date	feedback
Echo Dot	"After adding a couple smart devices, it only seemed right to add voice control to it all.. For the basics, it is great.. Turn lights/devices on/off; it's pretty straight forward.. When adding rooms though it can get a bit illogical. Like most, the first time around, one might be inclined to add all the devices in a room to the room in the app. I have old analog radio's and other devices  on simple on/off smart plugs.. Walking into the room and saying ""wake word.. turn on the room""... is jolting when EVERYTHING turns on.. be selective what is added to a 'room' in the app. The naming convention, reminds me of old 90's programming. In this case, like most people, walk into a room and we'd say ""turn on the tv"".. not so.. each tv HAS to have a name even if in a/assigned room.. the same is true for game consoles, bath fans and other items that some families have multiple units of these days.. I can only imagine if there are multiple smart showers/baths!  On occasions my echo's get unassigned from their room, rendering the 'turn on the lights' useless and the drawn out ""there are no devices or groups with the name light or lights"".. When it comes to connection problems Alexa hasn't been taught to be brief, whether it's the 5th time or 500th time You've had a problem it still gives the same long winded response. This week saw AWS 'Amazon Web Services' go down in spectacular fashion for hours.. and the Alexa's responded by indicating it was a problem with the various manufacturers 'skills', and music/books & shipping updates were offline.. The house was completely at Amazon's mercy.. something I imagined could happen but wished never did.. It would be nice if Amazon would make a local mode for at least device control.. Luckily the 3 main manufacturers apps were handy to control the house.  I recently had to reset a echo device because it somehow became unassigned from its room, now absolutely none of my previously connected blutooth speaker will be found or connected to. I really enjoyed sitting on the patio and listening to my Tune In stations.. I can not find any way to get the speakers to connect, nor does any of the echo's find the speakers!  The Alexa web site has seen improvement, though at times it still pushes the Alexa app, but if you have a device that Amazon decides isn't compatible; for instance the app will install on my 7 year old Samsung Galaxy 5, yet my 2 year old tablet with the same basic features as my phone.. won't. The downside to having home AI tech provided by a retailer... they use their platform and tech restrictions to push sales of tablets and phones.  There are some fun things for the Alexa, We have enjoyed the Melissa McCarthy personality voice and they have added some handy weather alerts/notifications lately."	3	December 10, 2021	1
Echo Dot	"For example, when I say ""Alexa, play my Liked Songs on Spotify"" or ""Alexa, play the most recent liked song on Spotify"" she'll turn on the shuffle and not play it from the most recent liked song, I'd have to manually put it. Overall, not a huge thing but a bothersome thing."	3	October 24, 2022	1
Echo Dot	I like the look of this Alexa but the sound quality is muffled and low, so I prefer just using my old Alexa it’s louder and speaks clearer.	3	October 17, 2022	1
Echo Dot	Bought to be used as a backup noise machine when I travel. Anyone who uses a noise machine knows it is a continuous sound for however many hours it is set for. This machine is NOT continuous in it sounds, therefore person wakes up every time it stops-not a good thing!!	3	October 6, 2022	1
Echo Dot	"First the good part. The audio quality is absolutely excellent for such a small device. The hardware seems great and of sturdy quality. Nice.The cloud service is where the problems start. A cell number with texting capability is required to register the service. Afterwards the caller ID for Alexa is fixed to that phone number. With many if not most carriers this means that calls from Alexa to that same cell phone number (your cell phone) are refused or, like in my case, go straight to voice mail no matter what. I had a discussion with an Amazon rep about it and there is no solution to that problem. This needs to be fixed and the fix is easy. Allow email verification instead of text message. Then any land line can also be used. Or allow the ID to be changed to the land line later (after email verification, if needed). If the name and address registered for the land line are the same as for the cell phone, that should be straightforward.There are some other shortcomings. For example, it seems to be impossible to do a ""whole house"" drop in on a group without speaking the command to drop in on ""all devices"" into Alexa. No dice via the communicate function in the Alexa app. This is not feasible if you have to quietly drop in to check on a disabled relative, a baby or a pet without disturbing everyone around you."	3	June 26, 2022	1
Echo Dot	Its an OK buy but u have to speak really fast & sometimes Alexa can barely comprehend what you're saying so you're constantly having to yell & speak fast. I hate the fact u have to keep it plugged up in order for it to work	3	October 6, 2022	1
Echo Dot	When internet is down lights, plugs, door locks, etc... do not work. All Alexa functions cease.	3	October 22, 2022	1
Echo Dot	For as long as these devices have been around, this one is less than impressive. Poor sound quality overall in my opinion. I got it for free with another purchase from Best Buy and I’m not impressed.	3	October 10, 2022	1
Echo Dot	I want to begin that before about the Alexa I actually owned a Google mini in from that experience I was able to compare and contrast both speakers where I was actually very disappointed in the Alexa. He works as a great speaker but since Alexa is connected to Amazon it has a lot of connection issues where if you want to listen to music you have to have Amazon music if you want to have information Alexa doesn’t always recognize the question whereas the Google mini can do a Google search very quickly and Alexa cannot answer the questions if you were to ask her cant. I also seem to struggle with Alexa setting up a routine where the Google mini might’ve been my best but I was able to set up routines for alarms when I return home or when it was time to go to sleep I could set up the TV to it Alexa was not able to connect to my TV I wasn’t able to do any routines with the alarm and music and weather notifications it was always listening if anything I feel like it like some might’ve actually detected my voice a lot better than the Google mini but there was really no point to it since it wouldn’t actually do what I asked for Alexa when I would tell her I wanted to listen to certain station. Ash Alexa would not be able to comprehend my accent maybe but we had done a trial and she can listen very well but she wasn’t able to detect the specific stations that I wanted to listen to where is my Google mini I would still wake up the Google mini and ask her to play a certain station and they would do it with no hesitation for that reason I’m giving this a three star just because it wasn’t what I expected I had the same expectations a headache experience with my Google mini where else it is a very much louder speaker it doesn’t have the same features as the Google mini where is my And on top of that just to let you guys know my Google mini I actually got it I believe in clearance it was only $15 at Walmart and the charcoal echo I was able to get it I am for with like a promotion and everything so I came up I am free but it’s a $50 Alexa speaker you would think he could do a lot more where as the Google mini where is like around $30 if you were to buy at full price I still did a lot better in exceeded my expectations before owning any type of listening devices that can help you on your day to day I also did a test him of putting the two speakers together I am where Alexa would alwaysAsked to repeat the question or she would just completely not do what I was asking her to do one of the cool things that it does have is it has jokes I guess and her voice is a lot more pleasant in the Google minis and you can actually change the settings of the language you were to speak Spanish or something it can speak to you in Spanish as well but I since I usually speak in English it was in so much but yes that is my review	3	July 23, 2020	1
Echo Dot	Listen to everybody voice it won’t connect to my light	3	October 20, 2022	1
Echo Dot	I have three tv’s sub woofer sound bar and ps4	3	October 24, 2022	1
Echo Dot	Not Amazon's best foot forward.Got caught up in this product with a Music Unlimited promotion. Not worth it.The speaker's aren't that good, and Alexia is a joke. I tell her to turn up the volume and she turns off. I tell her to turn off and she gives me the local weather.Not good.I really only got this to use it for waking up to the radio. That was because the last traditional clock-radio I got broke within two weeks.I'll probably never buy an Alexia device again.	3	September 13, 2022	1
