variation	verified_reviews	rating	date	feedback
Echo 4th Gen	Bought this gem on Prime Day at a discount.  Even at full price this is worth it.  Great sound for such a small system.  Looking forward to integrating with the subwoofer.	5	October 22, 2022	1
Echo 4th Gen	Our Echo is incredible...my Mother loves it...almost every day when I get home from work she is listening to music....that makes me so happy.	5	October 21, 2022	1
Echo 4th Gen	Great product, good sound, nice design.	5	October 21, 2022	1
Echo 4th Gen	If you connect a device to the Echo for bluetooth it YELLS at you when you open anything that uses audio and it has heard anything for 10 minutes.  It is LOUD and there is NO WAY to turn it off.  This has been the same for years and they refuse to fix it.  So if you want to use this for bluetooth, you'll be wasting your money.  They Amazon programmers are apparently not smart enough to add this much desired feature of telling her to STOP YELLING AT ME.	1	October 21, 2022	0
Echo 4th Gen	NA	5	October 21, 2022	1
Echo 4th Gen	The speaker sound is horrible. It sounds muffled, unclear and there are no sound adjustment controls for the speaker. .  Unbelievably, my 1ST GEN Alexa has great sound. I wish I could buy another.	3	October 21, 2022	1
Echo 4th Gen		5	October 21, 2022	1
Echo 4th Gen	Amazing product, money well spent. Does everything I need and more!	5	October 21, 2022	1
Echo 4th Gen	Sería mejor maás alcance para el reconocimiento de voz	4	October 21, 2022	1
Echo 4th Gen	Great sound and easy setup. Love the fact that I can call it Ziggy!	5	October 21, 2022	1
Echo 4th Gen	Great sound from a small speaker.	5	October 21, 2022	1
Echo 4th Gen	Not enough of a difference from the $10 Echo Dot to warrrant the much higher price.  Good but not special.	3	October 21, 2022	1
Echo 4th Gen	I love the sound it was a upgrade from my old echo device. Much louder and does the same thing.	5	October 20, 2022	1
Echo 4th Gen	I bought two of these and connected them to my 4k Firestick for a home theater experience. They work and sound great! They are also great for playing Amazon music in stereo when you have 2.	5	October 20, 2022	1
Echo 4th Gen	The extra bass really makes the difference.	5	October 20, 2022	1
Echo 4th Gen	It works well.  I only have an issue with Tidal app compatibility.	5	October 20, 2022	1
Echo 4th Gen	Super cool. It's like having a live in assistant. Love love love	5	October 20, 2022	1
Echo 4th Gen	I bought this to replace an existing Echo solely for its ZigBee hub functionality.  I added 3 Zigbee light switches.  Adding was simple.  A few days later none of my light switches will respond to Alexa.  Unplugging the Echo Plus and plugging it back in gets the ZigBee light switches to reconnect but only temporarily.	1	October 19, 2022	0
Echo 4th Gen	Sound quality is wonderful, Alexa understands from far away what I'm saying. I now own 3 of these for all over the house. Always catch them on sale.	5	October 19, 2022	1
Echo 4th Gen	Very easy setup. Had an issue connecting one echo and they quickly sent a new one overnight. Works perfectly. The only issue I have is with Amazon music integration. Very unclear how to pair Amazon music with echo atleast for me it’s not working	5	October 19, 2022	1
Echo 4th Gen	Easy to install.  Fun to have.  We use it everyday	5	October 19, 2022	1
Echo 4th Gen	Have a son that Stutters and is slow.  Any fix for that so he can enjoy	4	October 18, 2022	1
Echo 4th Gen	compact and great sound quality.	5	October 18, 2022	1
Echo 4th Gen	So far, so good	5	October 18, 2022	1
Echo 4th Gen	I was looking for a great sounding Echo and this fits my needs.  I couldn't afford the Studio so this was next after my research. What a great sound this has! Made a list of songs to test sound including my rock, classical, John Williams, Enya..all different depths of music. This Echo is a great product.  Highly recommended.	5	October 18, 2022	1
Echo 4th Gen	Me agrado todo	5	October 18, 2022	1
Echo 4th Gen	I will start off on a good note:  The sound is so much better than the previous generations.  However....As you can see there are two devices in the photo.  The one on the right is the original purchased, the one of the left was the used one I was sent to replace the one I am having problems with.  Clearly the replacement one was used, it has a small faded stain on it.  The issues I am experiencing involves the voice recognition.  I can say its name and it does not respond, sometimes I will have to raised my voice to a yell for it to hear me which does not work well when others are sleeping.  Other times, my older generation device in my bedroom responds and there is a wall between me and it.  I am sitting aprx 8-10 ft away from the device and it does not hear!  Sometimes when I ask it for my notifications, the one in the bedroom answers me thru the wall which of course I can't hear the notification!  They are going to send me a third one, due to the fact the replacement one I received was used.  Hopefully, the third time is the charm!  Aside from the issues with this particular device, I have always loved my Echo Dots.	3	October 17, 2022	1
Echo 4th Gen	Worth the money, easy to use, and a nice gift!	5	October 17, 2022	1
Echo 4th Gen	Speakers sound good for small as it is music sounds good playing on it	5	October 17, 2022	1
Echo 4th Gen	An intetesting improvement would be to add an additional set of Alexa response lights on top of the unit. This is not a complaint, just an observation.	5	October 17, 2022	1
Echo 4th Gen	Don’t buy refurbished!!!!!!!	1	October 17, 2022	0
Echo 4th Gen	Sound is great	5	October 17, 2022	1
Echo 4th Gen	I changed it to a male voice which I can hear better. Looks good and sounds good for music, as well.	5	October 17, 2022	1
Echo 4th Gen	Muy bien en reconocimiento de voz en el sonido mucho mejor más fuerte y claro y solo lo compré por que todo en mi casa funciona con Alexa y ha sido la mejor compra ya que todo me brega de maravilla	5	October 17, 2022	1
Echo 4th Gen	Love it sounds great.	5	October 17, 2022	1
Echo 4th Gen	Great sound!!	5	October 17, 2022	1
Echo 4th Gen	You will be repeating yourself alot to get this devices attention.  The sound quality is just about OK. The only positive I can find, is that I didn't pay full price for it	2	October 17, 2022	0
Echo 4th Gen	We have used this every day for a long time.  We miss the remote very very very much.  Can not connectour remote with the new Alea.	5	October 17, 2022	1
Echo 4th Gen	Great voice & good for listening to music.	5	October 16, 2022	1
Echo 4th Gen	DON'T BUY until Amazon fixes this annoying, completely unnecessary stupid feature.	3	October 16, 2022	1
Echo 4th Gen	I've never liked Alexa, never registers any commands, if you want to listen to good music it just asks for subscriptions. Tried to pair a phone and it wouldn't pair. I e owned this since it came out. Finally stressed me out so much into the trash it went!	1	October 16, 2022	0
Echo 4th Gen	Very helpful item	4	October 15, 2022	1
Echo 4th Gen		5	October 15, 2022	1
Echo 4th Gen	Sounds better than the 1st gen	5	October 15, 2022	1
Echo 4th Gen	Great sound and very useful features.	5	October 15, 2022	1
Echo 4th Gen	Bought to replace the original Alexa tower. Sound is amazing and set up was instantaneous, didn’t even need to open up the Alexa app! Bam!	5	October 15, 2022	1
Echo 4th Gen	Great sound, easy set up	5	October 14, 2022	1
Echo 4th Gen	Add the title said,  I was expecting a clock airing and there is no led clock. Nothing in settings and when using voice command... Alexa says this device can't do that	3	October 14, 2022	1
Echo 4th Gen	Sound quality is excellent. Music everywhere!!!	5	October 14, 2022	1
Echo 4th Gen	Sound quality awesome	5	October 14, 2022	1
Echo 4th Gen	Love the sound quality of this device......	5	October 14, 2022	1
Echo 4th Gen	No me agrada que tiene que estar conectado siempre si me envían el cargador inalámbrico sería buen regalo 😅	5	October 14, 2022	1
Echo 4th Gen	Work great sounds great	4	October 14, 2022	1
Echo 4th Gen	My little one likes cocomelon! But I don’t want to watch too much screen time! It is a good toy for her now! When she try to say hi, Alexa . Play cocomelon music please. It’s super cute!quit the iPad and TV for her!	5	October 14, 2022	1
Echo 4th Gen	When Amazon allowed grouping and pairing, we went crazy with Gen 3 Echoes through our whole house. We love them. So we decided to finally try the newest version in our kitchen. Overall, still great. But not as good as generation 3 units. First, don't worry about the directional speaker if you put these against a wall already. It still fills the room with sound. But here's what isn't as good: voice activation doesn't seem as tight as gen 3. I'm a composer and sound guy and while the low might be a bit better here over gen 3 but the rest of the sound just isn't as full as as the previous version. Gen3 is just a richer sound. Finally, and something I didn't see coming, the new shape. People can debate if they like it or not, but having it out for just a few days, and because the whole top is speaker mesh, you get finger prints from the buttons and dust and other air-gunk gets stuck on it and it can't be wiped away because, well, it's speaker mesh. This is going to be a big deal over time as this isn't going to look good in a year from now, where gen 3 could just be wiped off. I hope the next version abandons this current globe design, simply for this reason.	4	October 14, 2022	1
Echo 4th Gen	I have a couple more echo but this one is better than the others	5	October 14, 2022	1
Echo 4th Gen	I used this in my Mancave since I had two at home and very happy.	5	October 14, 2022	1
Echo 4th Gen	Great device	5	October 13, 2022	1
Echo 4th Gen	Sound is everything that can be expected.	5	October 13, 2022	1
Echo 4th Gen	Bigger than 3rd gen echo, but good sound quality.  Connected easily to my Alexa network.  BUT, I cannot understand why they paired a black echo with a white power cord.  Was this a mistake, because it looks as if I am using the wrong cord.  Cannot use power cords for previous versions of Alexa/Echos.  Small, but extremely irritating issue.	3	October 13, 2022	1
Echo 4th Gen	I had an old 1st generation Amazon Speaker that wreaked havoc throughout the house (with the wife) trying to connect to a new wi-fi network. After hours/2days of frustration and feelings of failure, I contacted Customer Service whom in turn tried everything I'd been through already. I accepted defeat and the Customer Service Rep advised me to utilize the TRADE-IN on Amazon and UPGRADE. I received 25% off PLUS $25 gift card towards my new and MUCH IMPROVED Amazon Device. Needless to say, I'm overjoyed with the upgrade however, I remain pretty much in trouble with the wife :-)	5	October 13, 2022	1
Echo 4th Gen	Realmente todos en casa lo disfrutamos	5	October 13, 2022	1
Echo 4th Gen	Love talking to her	5	October 13, 2022	1
Echo 4th Gen	Excellent product	5	October 13, 2022	1
Echo 4th Gen	great sound. easy to setup.  using it with our three other echo devices.	5	October 13, 2022	1
Echo 4th Gen	When I saw premium sound I thought it would be loud like the echo show. Nonetheless it’s a quality product and has more bass than the echo dot	5	October 13, 2022	1
Echo 4th Gen	There have been times when it has been unreponsive...I've needed to do a hard reset before it will again function.It's louder than the Dot...but I find I want a unit with more volume to it.	4	October 12, 2022	1
Echo 4th Gen	I bought an entire Alexa speaker set-up (two echos, a sub, and an echo link) thinking I would use it as a home theater for both my TV and record player. It's an absolute nightmare to use. The speakers never connect correctly via wifi, the volume levels for the TV are too low, playing a record through the link works about 50% of the time. Unfortunately, I waited too long to return but I'll be selling these and buying a Sonos system.	1	October 11, 2022	0
Echo 4th Gen	I own 4 total devices and different generations.  Overall, Alexa works well until you to try to play music.  I have a playlist with at 300 artists in it; when I ask Alexa to shuffle that playlist, it hasn't chosen a new artist in over a year, and rarely a different song from that artist.I once shuffled 3x in a row and got the exact same song order all 3 times.  I am a premium amazon music subscriber, so it's very disappointing.	1	October 11, 2022	0
Echo 4th Gen	I own previous generations and this one has the most trouble hearing and the worst sound quality.	1	October 11, 2022	0
Echo 4th Gen	I love it works extremely well for me as a bedside music player	5	October 11, 2022	1
Echo 4th Gen	"I've had issues installing...followed instructions. Unistalled ,reinstalled app. I cannot add this to my "" everywhere "" group. Shows offline whilst it's playing!  I tried to create a new group and the system just won't let me do it with new Echo. On it's own it ,plays fine ,music is great. Honestly the Dots should sound this good. So why won't it connect to my everywhere group,why does it turn to "" offline"" when I try to create a group ,but it's playing music? The whole idea is to have it play along with my other devices.Frustrating!"	4	October 11, 2022	1
Echo 4th Gen	i bought for a friend she loves it	5	October 11, 2022	1
Echo 4th Gen	Great sound. We bought one in white and one in charcoal to match things in our kitchen. Was surprised that the cord for the Alexa in charcoal is white. It should definitely be black. Notice in the ads where you show photos of all of them, that the white one is shown with the white cord and so is the twilight blue but the Charcoal 4th Gen Alexa is not shown with a cord at all, leaving the impression that the cord would certainly be black. Definitely do NOT like the white cord with the Charcoal Alexa. Wrong place to skimp - a bit deceiving.	4	October 11, 2022	1
Echo 4th Gen	Setting up the Echo 4 was very easy with integration of several smart devices in our home. Very user friendly and sound clarity is excellent.	5	October 11, 2022	1
Echo 4th Gen	excelente servicios el de alexa	5	October 10, 2022	1
Echo 4th Gen	I like the speaker. Upgraded from dot.	5	October 10, 2022	1
Echo 4th Gen	Can’t get it to connect to anything that is supposed to be Alexia compatible except for the internet.	5	October 10, 2022	1
Echo 4th Gen	It picks up my voice very well. Understands what i ask. Can control sensor locally without a hub. It has great sound. What is not to like.	5	October 10, 2022	1
Echo 4th Gen	Great for music, keeping you updated on calendar events and so much more!	5	October 10, 2022	1
Echo 4th Gen	Setup was a breeze. Voice recognition excellent. Sound quality dissapointing, somewhat muffled and could be clearer.	4	October 10, 2022	1
Echo 4th Gen	Years ago, I started with the Echo Dots.  The little hockey pucks.  Not used for music but for a virtual assistant, controlling smart lighting and also controlling my TV's Firestick that tunes over-the-air television through my Recast.  I loved it.  But then I got an Echo Show for the kitchen and I really enjoyed playing music on it while cooking.  The sound quality was ok.  Nothing to brag about.  Then I decided to upgrade my hockey pucks to the newer full size Echos.  I bought two Echos and placed one in the bedroom and one in the living room.  I would play music through them and the sound quality was very surprising.  So then I decided to get one more for the back porch.  That evolved into wanting another for the porch that I could pair to the other.That's when everything changed for me!  When you pair two of them together and set it up as a stereo pair; it is really amazing.  I sit outside now and I listen to music (in stereo!) on the porch.  The bass can be felt in my chair.  I'm so impressed.  I have 5 acres and with the volume turned up to 7, I can hear the music just about anywhere on my property.I plan on getting more Echos and enhancing the music when I listen to it inside the house.  I have the Bose 700 Soundbar and Subwoofer in my living room.  It sounds great for movies, TV and music.  But I prefer the Echos when listening to music.  Its perfect.  I can have Echos placed around the house and have music playing softly and you can hear it everywhere.I'm very impressed.	5	October 10, 2022	1
Echo 4th Gen	A este equipo si pudiera solo le diera 3.5 estrellas, pero esto no se puede.Este producto como pongo mas arriba esta rosando la perfección, pero... tiene un problema muy desagradable y es el siguiente, me he pedido dos echo 4ta para crear un cine en casa junto a un Fire TV 4K HDR, sucede lo siguiente: la calidad de audio directamente pedido a las bocinas via alexa es superior por mucho al audio que se reproduce desde el fire tv sincronizado con los echo 4ta, la musica suena hermosa, suena perfecta desde alexa, pero cuando veo una pelicula debo subir el volumen al maximo para apenas escuchar. sucede lo mismo si reproduzco musica en la app nativa de amazon music en el fire tv, el audio se siente de menor calidad a la que me ofrece cuando lo pido directo al asistente y tambien se siente que suena  menos.Estoy mas que satisfecho con la calidad de audio de estas bocinas cuando escucho musica desde Alexa, voy a comprar el echo sub de todos modos y esperemos que en futuras actualizaciones Amazon solucione este problema.	4	October 10, 2022	1
Echo 4th Gen	The sound is much better in this sphere-shaped version.  And now I don't need to spend as much time on the computer to find good songs to listen to.	5	October 9, 2022	1
Echo 4th Gen	I recently replaced an older Gen 1 (I think) Alexa on our back patio. The difference in the sound amazing. I just ordered a second one to replace my older on in my garage since it was 40% off.  It amazes me how they can get that could of sound through such a small device.	5	October 9, 2022	1
Echo 4th Gen	I like everything about the easy setup and operation. The tower looked better than the current configuration.	5	October 9, 2022	1
Echo 4th Gen	Excellent choice, highly recommended it, good piece of work	5	October 9, 2022	1
Echo 4th Gen	Replaced the old unit in order to have a built in hub	5	October 9, 2022	1
Echo 4th Gen	I’m still learning all it can do. I currently have used it to create grocery, Costco, other shopping list.	4	October 8, 2022	1
Echo 4th Gen	The main reason I bought this was for my husband. My husband has a hard time hearing when we use the TV built-in speakers especially when the show has music that is so loud it drowns out the voices. I hooked it up paired it through the Alexa app, and changed the preferred speakers to Echo, and still, the TV sound would not come out of the Echo. I called support and after she put me on hold several times, she came back and had me blue-tooth the Echo to the TV through the Settings menu. After that, the sound did come out of the Echo, but the sound quality is so quiet I had to turn the volume all the way up to hear it, which made it still not as loud as the TV speakers. With the volume all the way up, Alexa is extremely loud. I called tech support again to ask if there is a way to turn down just Alexa's voice so it is not booming. There is not. One more note...Echo Alexa does not always understand commands. You have to say, Alexa, turn on FireTV...because if you say Turn on the TV, it just says that feature is not available...or something to that effect. Pretty awful. Returning it.	1	October 8, 2022	0
Echo 4th Gen	For whatever reason, this 4th gen can’t understand commands like my 3rd and 2nd gen Echoes. It’s almost worthless	2	October 8, 2022	0
Echo 4th Gen	The speaker quality is good but, the music intergaration is horrible you can't play the songs you want only from Spotify or Amazon, I use YouTube music so this product is useless to me, and I hate Spotify playlist	1	October 8, 2022	0
Echo 4th Gen	Very easy to install and get it up and working. Love the ability to turn lights on and off just by speaking. Ready to integrate more household items with Alexa. Clear speaking voice.  I haven't found anything, so far, that Alexa cannot answer!	5	October 8, 2022	1
Echo 4th Gen	This is our 3rd and worst Echo. Hasn’t heard voice commands on several occasions!	3	October 7, 2022	1
Echo 4th Gen	"I have a number of Echo ""dots"" but just the one large Echo. The sound quality of the dots is not really bad, but the sound quality of the large Echo is superior to the dots. Therefore, the large Echo is in the place where I play music most often (pretty much all day, most days). One of the dots is attached through the headphone jack to my stereo amplifier, that provides excellent sound in the downstairs and allows quick access to Alexa."	5	October 7, 2022	1
Echo 4th Gen	can't notice the bottom ring. It takes up way too much room in width. really ugly too.	3	October 7, 2022	1
Echo 4th Gen	Works so good and fast	5	October 7, 2022	1
Echo 4th Gen	Todo Perfecto	5	October 7, 2022	1
Echo 4th Gen	I don't know how to arrange the volume from song to song.  Will work on it.	5	October 7, 2022	1
Echo 4th Gen	Alexa is great but she responds to my TV which is somewhat annoying.	4	October 7, 2022	1
Echo 4th Gen	I would like Alexa to pair with more electronics and work as a Bluetooth speaker when the internet is out.	4	October 7, 2022	1
Echo 4th Gen	Bought this to replace my old Echo Dot.  The sound is richer and it is not too large to be obtrusive on my desk.  Deducted a couple of stars as it fails in the same place that my other Echo devices do, speech recognition and command execution.  I am a fan of the Echo/Alexa platform, and I expect it to improve, but as of now, it just isn’t as good as I want it to be.  Expect to spend a fair amount of time arguing with the device (trust me you will never win), and reviewing your voice history.  Keep the software up to date always as updates do bring improvements, although sometimes they seem to break things as well.  Seems we are all beta testers.	3	October 7, 2022	1
Echo 4th Gen	Voice recognition is so poor, my little echo dot picks up the commands before this device and is in another room!	2	October 7, 2022	0
Echo 4th Gen	Of course does Alexa well that’s a given.Sound quality is good pushing very good and almost impressive.  Amazon will be completing with the popular quality speakers soon.  In fact i will be adding the echo studio into the group.  If i had to buy again i would only get the studio.Easy to group two speakers but trying to figure out how to group multiple speakers or group as I decided to go all in on Amazon to build out my integrated sound system throughout the house including surround via the firestick .  Not sure this is the best plan but it is the most affordable and keeps the smart devices consistent to one brand for easy up keep .	5	October 7, 2022	1
Echo 4th Gen	Easy to use and the design looks good in the office!	4	October 7, 2022	1
Echo 4th Gen	Sound quality	5	October 6, 2022	1
Echo 4th Gen	Good sound	5	October 6, 2022	1
Echo 4th Gen	Power block broke quickly. One of the prongs just fell off.  Easy to replace for $15. But should have fell off and need replacement.	1	October 6, 2022	0
Echo 4th Gen	Me encanta , lo recomiendo mucho ☺️	5	October 6, 2022	1
Echo 4th Gen	Improved speakers make a world of difference. The most used device in the house.	4	October 6, 2022	1
Echo 4th Gen	No more to say.	5	October 6, 2022	1
Echo 4th Gen	item is great and i keep adding on to the system	5	October 6, 2022	1
Echo 4th Gen	"My original 1st Gen Alexa finally died after nearly 8 years. So traded in for this Echo 4th Gen. It is more expensive than the dots and supposedly better sound quality. But don't believe it; mine sucks. Sound is poor and muffled. When it plays music, music can barely be heard. When Echo is speaking, it is LOUD. Also, voice-recognition sucks. ""Alexa, what is the weather today?"" Alexa: ""It is 7:04pm now."" And that is when it actually hears me (I have to SHOUT). After four generations, Amazon devices have gotten worse, not better. If you have to buy, stick with the dots."	2	October 5, 2022	0
Echo 4th Gen	Much better sound quality than the “puck.” This has replaced our radio and stereo and works great.	5	October 5, 2022	1
Echo 4th Gen	I bought my first echo3 on a deal and loved the functions it did to ease my life. It's the little things to turn on off lights, ask time and temp, play music, and most of all to read a book for me from my Amazon library. When echo4 had a deal I got it with lights for my granddaughter for music as it said improved speakers. That will be her birthday gift. I noticed then the newer echo4 with hub control for sale and upgraded. I put the older one in my kitchen as it still works great. I haven't a home full of Alexa enabled apps but I thought why not for a better quality sound. I haven't gone into the hub or ultrasound abilities yet but the sleep sounds I listen too at night is far improved. I like the look too. I did blue to keep them figured out if I get more for another room later. So far the only irritating thing is I have to repeat myself for Alexa to start playing something but it did that with echo3. I'm assuming it's the not perfect part of technology of humans. It improves each generation mayhap. Worth buy.	4	October 5, 2022	1
Echo 4th Gen	I use Alexa slotWorks greatGood sound	5	October 5, 2022	1
Echo 4th Gen	This product is great!!! You can connect this to your tv for surround sound	5	October 5, 2022	1
Echo 4th Gen	I absolutely love this and use it every day	5	October 5, 2022	1
Echo 4th Gen	I'm very pleased (low key obsessed) with this speaker. The sound quality is really good, especially for the price. I'm pleased to see the price went further down, almost seems irresponsible not to buy a whole bunch of them now. They love to work in tandem. One of them stopped listening to my commands at one point- Amazon replaced it with a new one no questions asked. I still haven't returned it, but they haven't really bothered me about it. It's still hooked up as a satellite speaker, but I think the Mic went out on it. Either way, I love it. I'm gonna buy a whole bunch more...	5	October 5, 2022	1
Echo 4th Gen	Absolutely never works properly. Can’t even pair to other Amazon devices. Just not made well.	1	October 5, 2022	0
Echo 4th Gen	Better performance than what I expected. I love this one from amazon.	5	October 4, 2022	1
Echo 4th Gen	The sound quality is on par with the best small WiFi or Bluetooth speakers. The voice and alex recognition is accurate. It look amazing with the decor. My advice is wait until prime day for best deal. You want be disappointed!	4	October 4, 2022	1
Echo 4th Gen	The sound is great, it has a great design, love the way it looks.	5	October 4, 2022	1
Echo 4th Gen	I use it outdoors but protected from the weather.  It has a nice clear sound and good volume.  Works well for connecting to a projector for outside movies too.	5	October 4, 2022	1
Echo 4th Gen	I exchanged a few old alexa devices for this one and paid a little extra for the sound. I'm honestly underwhelmed having hoped for more. I have alexa throughout my home and this didn't seem superior to the regular echo's or dot's I already have.	3	October 4, 2022	1
Echo 4th Gen	I like it's output and sturdiness.	5	October 4, 2022	1
Echo 4th Gen	Home use	5	October 3, 2022	1
